1024, 17.759750
2048, 15.751250
4096, 16.128200
8192, 15.100850
16384, 19.857850
32768, 15.757200
65536, 16.388650
131072, 15.623850
262144, 16.395100
524288, 16.714100
1048576, 17.320900
2097152, 20.800250
4194304, 28.066800
8388608, 32.055100
16777216, 44.557400
33554432, 69.619650
67108864, 113.828550
134217728, 205.707100
268435456, 388.189850
536870912, 765.130850
1073741824, 1525.540600
